pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
4113,NA,NA,journal-article,2022,Controlled Digital Lending of Library Books in Canada,Available at SSRN,NA,NA,NA,NA,NA,NA,NA,NA
4114,NA,NA,NA,2017,Déclaration d’ouverture de l’ABRC à l’ETHI à propos de le droit à l’oubli,CARL: Canadian Association of Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4115,NA,NA,journal-article,2017,Digital Copyright Law,Intellectual Property Journal; Scarborough,NA,NA,NA,NA,NA,NA,NA,NA
4116,NA,NA,report,2012,"Digital Locks and Canadian Research Library Collections: Implications for Scholarship,  Accessibility, and  Preservation (CARL Document)",NA,NA,NA,NA,NA,NA,NA,NA,NA
4117,NA,NA,journal-article,2013,"Digital Locks and Canadian Research Library Collections: Implications for Scholarship, Accessibility, and Preservation (Feliciter Summary)",Feliciter,NA,NA,NA,NA,NA,NA,NA,NA
4118,NA,NA,book-chapter,2019,From Fair Dealing to Fair Use: How Universities Have Adapted to the Changing Copyright Landscape in Canada,Copyright Conversations: Rights Literacy in a Digital World,NA,NA,NA,NA,NA,NA,NA,NA
4119,NA,NA,journal-article,2015,Making User Rights Clear: Adding e-Resource License Information in Library Systems,The Code4Lib Journal,NA,NA,NA,NA,NA,NA,NA,NA
4120,NA,NA,journal-article,2013,Shifting Tides: How the Re-emergence of DRM Impacts Libraries,Feliciter,NA,NA,NA,NA,NA,NA,NA,NA
4121,NA,NA,NA,NA,Strengthening Canadian User Rights through Shared Understanding: Adapting the Codes of Best Practices in Fair Use for Canada,Canadian Association of Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4122,NA,NA,journal-article,2015,Collaborative Approaches to the Management of Geospatial Data Collections in Canadian Academic Libraries: A Historical Case Study,Journal of Map & Geography Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4123,NA,NA,journal-article,2010,"Geolibraries, a review: the challenge of maintaining an organizational standard alongside the promotion of interoperability and access",Association of Canadian Map Libraries and Archies Bulletin,NA,NA,NA,NA,NA,NA,NA,NA
4124,NA,NA,book-chapter,2015,Visualizing a collection using interactive maps,More Library Mashups: Exploring New Ways to Deliver Library Data,NA,NA,NA,NA,NA,NA,NA,NA
4125,NA,NA,journal-article,2019,An occupational therapist's guide to accessing research,Occupational Therapy Now,NA,NA,NA,NA,NA,NA,NA,NA
4126,NA,NA,book-chapter,2008,Asking clinical questions and searching for the evidence,Evidence-Based Rehabilitation: A Guide to Practice.,NA,NA,NA,NA,NA,NA,NA,NA
4127,NA,NA,NA,NA,Book review... Using PDAs in libraries: a how-to-do-it manual.,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,NA,NA,conference-paper,2015,Capacity Building in a Bangladeshi Allied Health Library,Journal of the Canadian Health Libraries Association (JCHLA),NA,NA,NA,NA,NA,NA,NA,NA
4129,NA,NA,journal-article,2005,Developing information literacy skills in nursing and rehabilitation therapy students,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
4130,NA,NA,NA,2008,In defence of librarian-mediated searching: a skill that supports evidence-based research and practice,International Federation of Library Associations and Institutions (IFLA …,NA,NA,NA,NA,NA,NA,NA,NA
4131,NA,NA,NA,2018,Le libre accès aux données probantes: conseils utiles pour gagner un temps précieux et ressources dans la quête pour fournir des interventions de physiothérapie fondées sur des …,Physiotherapy Canada,NA,NA,NA,NA,NA,NA,NA,NA
4132,10.3138/ptc.70.2.gee,NA,Editorial Material,2018,Open Access to the Evidence: Helpful Hints to Save Valuable Time and Resources in the Quest to Provide Evidence-Informed Physiotherapy Interventions,Physiotherapy Canada,70,2,95-97,NA,NA,NA,NA,NA
4133,NA,NA,NA,2009,Practice guideline dissemination and implementation strategies for healthcare teams and team-based practice: a systematic review,JBI Evidence Synthesis,NA,NA,NA,NA,NA,NA,NA,NA
4134,NA,NA,journal-article,2009,Practice Guideline Dissemination and Implementation Strategies for Healthcare Teams and Team-Based Practice: a systematic review,JBI Database of Systematic Reviews and Implementation Reports,NA,NA,NA,NA,NA,NA,NA,NA
4135,NA,NA,journal-article,2010,Systematic review of practice guideline dissemination and implementation strategies for healthcare teams and team‐based practice,International Journal of Evidence‐Based Healthcare,NA,NA,NA,NA,NA,NA,NA,NA
4136,NA,NA,journal-article,2006,Using PDAs in libraries: a how-to-do-it manual,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
4137,10.5703/1288284315642,NA,Proceedings Paper,2014,Metadata Challenges in Library Discovery Systems,CHARLESTON CONFERENCE PROCEEDINGS 2014: THE IMPORTANCE OF BEING EARNEST,NA,NA,533-540,NA,NA,NA,NA,NA
4138,https://doi.org/10.1108/07378830810857780,NA,journal-article,2008,Using Google Maps as an interface for the library catalogue,Library Hi Tech,26,1,33-40,https://openalex.org/W2004761707,NA,NA,NA,NA
4139,NA,NA,conference-paper,2017,Challenges in the Monetary Appraisal of Digital Archives,"Archives, disrupted (Association of Canadian Archivists)",NA,NA,NA,NA,NA,NA,NA,NA
4140,NA,NA,journal-article,2009,Stones: Using Mashups to Understand a City’s Social Tapestry,The Interactive Archivist: Case Studies in Utilizing Web 2.0 to Improve the Archival Experience,NA,NA,NA,NA,NA,NA,NA,NA
4141,NA,NA,journal-article,2013,The Procrustean Bed: A History of the Arrangement of the Al Purdy Fonds,Archivaria,NA,NA,NA,NA,NA,NA,NA,NA
4142,NA,NA,NA,2002,""" We don't know the first thing about digitization:"" Assessing the Need for Digitization Training in Illinois",RLG DigiNews,NA,NA,NA,NA,NA,NA,NA,NA
4143,NA,NA,journal-article,1993,A manifesto ‐ regarding the future of transaction log analysis,Library Hi Tech,NA,NA,NA,NA,NA,NA,NA,NA
4144,NA,NA,NA,1990,A Model for Teaching and Learning,Convergence: Proceedings of the Second National Conference of the Library …,NA,NA,NA,NA,NA,NA,NA,NA
4145,NA,NA,journal-article,1993,An introduction to the special section on transaction log analysis,Library Hi Tech,NA,NA,NA,NA,NA,NA,NA,NA
4146,NA,NA,journal-article,1993,Applying the results of transaction log analysis,Library Hi Tech,NA,NA,NA,NA,NA,NA,NA,NA
4147,NA,NA,journal-article,2015,Assessing the library's grants program,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
4148,NA,NA,NA,1986,Attitudes Toward Automation: How They Affect the Services Libraries Provide.,Proceedings of the ASIS Annual Meeting,NA,NA,NA,NA,NA,NA,NA,NA
4149,NA,NA,NA,2000,Bibliotecas e Internet,Revista general de información y documentación,NA,NA,NA,NA,NA,NA,NA,NA
4150,NA,NA,journal-article,1997,Building Integrated Museum Information Retrieval Systems: Practical Approaches to Data Organization and Access,NA,NA,NA,NA,NA,NA,NA,NA,NA
4151,NA,NA,NA,1987,Changing Concepts of Motivation and Productivity in Libraries,Illinois Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4152,NA,NA,NA,2018,Data mining research with in-copyright and use-limited text datasets: Preliminary findings from a systematic literature review and stakeholder interviews,NA,NA,NA,NA,NA,NA,NA,NA,NA
4153,NA,NA,NA,1997,Digital image access & retrieval,Digital Image Access & Retrieval [papers presented at the,NA,NA,NA,NA,NA,NA,NA,NA
4154,NA,NA,NA,2010,ECHO DEPository-Phase 2: 2008-2010 Final Report of Project Activities,NA,NA,NA,NA,NA,NA,NA,NA,NA
4155,NA,NA,NA,2009,ECHO DEPository Technical Architecture Phase 1 Final Report,NA,NA,NA,NA,NA,NA,NA,NA,NA
4156,NA,NA,NA,1989,Educational roles for academic libraries,College & research libraries news,NA,NA,NA,NA,NA,NA,NA,NA
4157,NA,NA,NA,2013,eResearch Services at the University Library—Final Report of the Library eResearch Task Force,NA,NA,NA,NA,NA,NA,NA,NA,NA
4158,NA,NA,NA,1981,Evaluating electronic resources: A study using three concurrent methods,NOTE,NA,NA,NA,NA,NA,NA,NA,NA
4159,NA,NA,NA,2012,"Final Report, Campus Data Storage Services Task Force (public version)",NA,NA,NA,NA,NA,NA,NA,NA,NA
4160,NA,NA,NA,1998,Findings of the instructor/student survey,Delivering Digital Images: Cultural Heritage Resources for Education,NA,NA,NA,NA,NA,NA,NA,NA
4161,NA,NA,conference-paper,2013,HathiTrust research center: computational access for digital humanities and beyond,Proceedings of the,NA,NA,395-396,NA,NA,NA,NA,NA
4162,NA,NA,journal-article,2002,"Illinois digital cultural heritage community-collaborative interactions among libraries, museums and elementary schools",D-Lib Magazine,NA,NA,NA,NA,NA,NA,NA,NA
4163,NA,NA,NA,2004,"Illinois Digital Scholarship: Preserving and Accessing the Digital Past, Present, and Future",NA,NA,NA,NA,NA,NA,NA,NA,NA
4164,NA,NA,NA,2018,"IMLS national forum on data mining research using in-copyright and limited-access text datasets: Discussion paper, forum statements, and SWOT analyses",Center for Informatics Research in Science and Scholarship,NA,NA,NA,NA,NA,NA,NA,NA
4165,NA,NA,NA,2002,Implementation of a Scholarly Information Portal Using Open Archives Initiative Metadata Harvesting Protocols,Interim Report to the Andrew W. Mellon Foundation: University of Illinois at …,NA,NA,NA,NA,NA,NA,NA,NA
4166,NA,NA,NA,2003,Implementation of a scholarly information portal using the open archives initiative protocol for metadata harvesting,University of Illinois at Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,NA
4167,NA,NA,journal-article,NA,In Search of the Epicurean Work Ethic,NA,NA,NA,NA,NA,NA,NA,NA,NA
4168,NA,NA,book,2013,Innovation and R&D,Association of Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4169,NA,NA,NA,2000,Integration of Primary Resource Materials into Elementary School Curricula,Museums and the Web,NA,NA,NA,NA,NA,NA,NA,NA
4170,NA,NA,journal-article,2009,Introduction: the library of congress national digital information infrastructure and preservation program,Library Trends,NA,NA,NA,NA,NA,NA,NA,NA
4171,NA,NA,NA,1999,Progress in Visual Information Access and Retrieval,Library Trends,NA,NA,NA,NA,NA,NA,NA,NA
4172,NA,NA,journal-article,1999,"Metadata, Sense-Making, and the Changing Role of the Library: A Report on the CIC metadata Conference",Library Hi Tech News,NA,NA,NA,NA,NA,NA,NA,NA
4173,NA,NA,journal-article,1991,Motivation in Turbulent Times,Taylor & Francis Group,NA,NA,NA,NA,NA,NA,NA,NA
4174,NA,NA,NA,2002,"Now that we've found the"" hidden web,"" what can we do with it? The Illinois Open Archives Initiative Metadata Harvesting Experience",Proceedings of the Museums and the Web,NA,NA,NA,NA,NA,NA,NA,NA
4175,NA,NA,journal-article,1990,Online searching: What measure satisfaction?,Library and Information Science Research,NA,NA,NA,NA,NA,NA,NA,NA
4176,NA,NA,journal-article,1990,Online searching: What measure satisfaction?,NA,NA,NA,NA,NA,NA,NA,NA,NA
4177,NA,NA,NA,1999,Progress in visual information access and retrieval,Library trends,NA,NA,NA,NA,NA,NA,NA,NA
4178,NA,NA,NA,1981,Remote Use of the Virtual Library: End User Needs',Information Superhighway: The Role of Librarians,NA,NA,NA,NA,NA,NA,NA,NA
4179,NA,NA,NA,1998,Report of the Instructor and Student Evaluation of the MESL Image Database,MESL-Delivering Digital Images: Cultural Heritage Resources for Education …,NA,NA,NA,NA,NA,NA,NA,NA
4180,NA,NA,journal-article,2009,RLLF in the rear-view mirror: A report on the impact and value of the ARL academic library leadership fellows program,NA,NA,NA,NA,NA,NA,NA,NA,NA
4181,NA,NA,NA,2004,Standard Approaches to Providing Digital Emblem Book Title-level and Collection-level Descriptions,DigiCULT,NA,NA,NA,NA,NA,NA,NA,NA
4182,NA,NA,journal-article,1992,Streamlining a conversion project with a staff PC workstation and shelf list sampling,Cataloging & classification quarterly,NA,NA,NA,NA,NA,NA,NA,NA
4183,10.5703/1288284316488,NA,Proceedings Paper,2016,"Supporting Research Information Management in the Research University: Partnerships, Challenges, and Possibilities",Charleston Conference Proceedings,NA,NA,437-442,NA,NA,NA,NA,NA
4184,NA,NA,NA,1990,Teaching the Online Catalog: A New Era of Information Retrieval,User Education in Academic Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4185,NA,NA,journal-article,1996,Technical services report,Technical Services Quarterly,NA,NA,NA,NA,NA,NA,NA,NA
4186,NA,NA,book,1997,Technology and management in library and information services.,NA,NA,NA,NA,NA,NA,NA,NA,NA
4187,NA,NA,NA,1993,"The Effect of Expanded Electronic Access to Periodical Literature on Library Users, Collections, and Operations: Final Report of the OCAC Measurement & Evaluation Subcommittee …",The Subcommittee,NA,NA,NA,NA,NA,NA,NA,NA
4188,NA,NA,book,1992,The evolving educational mission of the library.,NA,NA,NA,NA,NA,NA,NA,NA,NA
4189,NA,NA,journal-article,2012,"The first 30 years of the internet through the lens of an academic library: The University of Illinois at Urbana‐Champaign, 1982‐2012",Library hi tech,NA,NA,NA,NA,NA,NA,NA,NA
4190,NA,NA,NA,2001,The IMLS digital cultural heritage community project: A case study of tools for effective project management and collaboration,First Monday,NA,NA,NA,NA,NA,NA,NA,NA
4191,NA,NA,book-chapter,1987,The online catalog and instruction: Maintaining the balance on the log,Conceptual frameworks for bibliographic education: Theory into practice,NA,NA,NA,NA,NA,NA,NA,NA
4192,NA,NA,NA,2021,"Transforming Library Services for Computational Research with Text Data: Environmental Scan, Stakeholder Perspectives, and Recommendations for Libraries",Association of College and Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
4193,NA,NA,NA,1999,Visual Information Retrieval: Research and Practice,Library Trends,NA,NA,NA,NA,NA,NA,NA,NA
4194,NA,NA,NA,2000,What users want from digital image collections,Moving theory into practice: digital imaging for libraries and archives,NA,NA,NA,NA,NA,NA,NA,NA
4195,NA,NA,NA,2001,Who's Who of Pulitzer Prize Winners,Spectra,NA,NA,NA,NA,NA,NA,NA,NA
4196,NA,NA,conference-paper,2014,Collaborating with faculty and MDEI students to determine how to teach information literacy to the next generation,Library Research Seminar VI: The Engaged Librarian - Libraries Partnering …,NA,NA,NA,NA,NA,NA,NA,NA
4197,10.1016/j.acalib.2020.102190,NA,Article,2020,Developing systematic search methods for the library literature: Methods and analysis,Journal of Academic Librarianship,46,5,NA,NA,NA,NA,NA,NA
4198,NA,NA,conference-paper,2018,"Fear and loathing in the library: why students struggle with the motivation to do effective research, and how we can support them.","University of Waterloo Teaching and Learning Conference, Waterloo, ON",NA,NA,NA,NA,NA,NA,NA,NA
4199,NA,NA,conference-paper,2019,Orcid Education at the University of Waterloo. (Poster).,"Ontario Library Association Super Conference, Toronto, ON",NA,NA,NA,NA,NA,NA,NA,NA
4200,NA,NA,journal-article,2021,ORCID education: a departmental approach,Library Hi Tech News,NA,NA,NA,NA,NA,NA,NA,NA
4201,NA,NA,conference-paper,2019,Prove It! Developing Systematic Search Methods for Evidence-Based Librarianship,"Ontario Library Association Super Conference, Toronto, ON",NA,NA,NA,NA,NA,NA,NA,NA
4202,10.1016/j.acalib.2020.102156,NA,Review,2020,"Research consultations in the academic library: A scoping review on current themes in instruction, assessment and technology",Journal of Academic Librarianship,46,4,NA,NA,NA,NA,NA,NA
4203,NA,NA,magazine-article,2011,Teaming Up Without Selling Out: The Scopus™ Student Ambassador Program at the University of Waterloo,Partnership: The Canadian Journal of Library and Information Practice and …,NA,NA,NA,NA,NA,NA,NA,NA
4204,NA,NA,magazine-article,2012,The Galapagos Librarian,AccessOLA,NA,NA,NA,NA,NA,NA,NA,NA
4205,NA,NA,conference-paper,2018,Transforming clinicians to published authors: how librarians lead students in research and scholarly communication. (Poster),"Annual Meeting of the Medical Libraries Association, Atlanta, GA.",NA,NA,NA,NA,NA,NA,NA,NA
4206,NA,NA,journal-article,2022,Author Addendum Conundrum: Reconciling Author Use of Addenda With Publisher Acceptance,Partnership: The Canadian Journal of Library and Information Practice and Research,NA,NA,NA,NA,NA,NA,NA,NA
4207,NA,NA,conference-paper,2012,A new approach to client outreach: The RQHR Library’s experience with creating a webinar series,Canadian Health Libraries Association Conference,NA,NA,NA,NA,NA,NA,NA,NA
4208,NA,NA,journal-article,2017,A scoping review of frailty and acute care in middle-aged and older individuals with recommendations for future research,Canadian Geriatrics Journal,NA,NA,NA,NA,NA,NA,NA,NA
4209,NA,NA,journal-article,2021,Ayahuasca and the traveller: A scoping review of risks and possible benefits,Travel Medicine and Infectious Disease,NA,NA,NA,NA,NA,NA,NA,NA
